"Material Incidents of Discrimination and/or Harrassment - New York City
2016-17",,,,,,,,** Schools Closed at the end of the school year will not be included in this file.,,,,,,,,,,,,
"This report is a summary of data submitted to NYSED by public and charter schools regarding material incidents of harassment, bullying and discrimination on school grounds or a school function as required by the Dignity for All Students Act.",,,,,,,,,,,,,,,,,,,,
County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Nature Of Material Incidents Of Discrimination And/Or Harassment,,,,,,,,,,,,
,,,,,,,,Race,"Ethnic
Group","National
Origin",Color,Religion,Religious Practice,Disability,Gender,Sexual Orientation,Sex,Weight,Other,Total
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,BARD HIGH SCHOOL EARLY COLLEGE,310100011696,Senior High,NEW YORK CITY,Public,549,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,GIRLS PREP CHARTER SCHOOL,GIRLS PREP CHARTER SCHOOL,310100860866,Elementary,CHARTER SCHOOL,Charter School,631,0,0,0,0,0,0,0,0,1,1,0,1,3
MANHATTAN,MANHATTAN CHARTER SCHOOL,MANHATTAN CHARTER SCHOOL,310100860873,Elementary,CHARTER SCHOOL,Charter School,271,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,MANHATTAN CHARTER SCHOOL II,MANHATTAN CHARTER SCHOOL II,310100861031,Elementary,CHARTER SCHOOL,Charter School,230,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,GREAT OAKS CHARTER SCHOOL,GREAT OAKS CHARTER SCHOOL,310100861055,Middle,CHARTER SCHOOL,Charter School,209,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,PS 1 ALFRED E SMITH,310200010001,Elementary,NEW YORK CITY,Public,354,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,PS 2 MEYER LONDON,310200010002,Elementary,NEW YORK CITY,Public,602,1,0,0,0,0,0,0,0,0,0,1,0,2
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,PS 3 CHARRETTE SCHOOL,310200010003,Elementary,NEW YORK CITY,Public,777,0,0,0,0,0,0,0,1,0,0,0,0,1
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,PS 6 LILLIE D BLAKE,310200010006,Elementary,NEW YORK CITY,Public,683,6,0,1,0,0,0,1,1,3,0,6,5,23
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,PS 11 WILLIAM T HARRIS,310200010011,Elementary,NEW YORK CITY,Public,929,0,0,2,0,0,0,0,0,0,0,0,0,2
